symbol,timeframe,total_candles,upper_wick_count,neutral_wick_count,upper_wick_percentage,neutral_wick_percentage
TIA_USDT:USDT_1m,30m,5187,4782,405,92.19,7.81
TIA_USDT:USDT_1m,1h,2964,2721,243,91.8,8.2
TIA_USDT:USDT_1m,2h,1853,1660,193,89.58,10.42
TIA_USDT:USDT_1m,4h,1112,958,154,86.15,13.85
TRX_USDT:USDT_1m,1m,144858,59141,85717,40.83,59.17
TRX_USDT:USDT_1m,3m,48534,30972,17562,63.82,36.18
TRX_USDT:USDT_1m,5m,29269,20900,8369,71.41,28.59
TRX_USDT:USDT_1m,15m,10004,8217,1787,82.14,17.86
TRX_USDT:USDT_1m,30m,5188,4384,804,84.5,15.5
TRX_USDT:USDT_1m,1h,2965,2517,448,84.89,15.11
TRX_USDT:USDT_1m,2h,1853,1521,332,82.08,17.92
TRX_USDT:USDT_1m,4h,1112,863,249,77.61,22.39
UNI_USDT:USDT_1m,1m,145061,79471,65590,54.78,45.22
UNI_USDT:USDT_1m,3m,48601,35998,12603,74.07,25.93
UNI_USDT:USDT_1m,5m,29309,23605,5704,80.54,19.46
UNI_USDT:USDT_1m,15m,10017,8872,1145,88.57,11.43
UNI_USDT:USDT_1m,30m,5194,4710,484,90.68,9.32
UNI_USDT:USDT_1m,1h,2968,2704,264,91.11,8.89
UNI_USDT:USDT_1m,2h,1855,1650,205,88.95,11.05
UNI_USDT:USDT_1m,4h,1113,947,166,85.09,14.91
USUAL_USDT:USDT_1m,1m,7271,4733,2538,65.09,34.91
USUAL_USDT:USDT_1m,3m,2437,1942,495,79.69,20.31
USUAL_USDT:USDT_1m,5m,1470,1238,232,84.22,15.78
USUAL_USDT:USDT_1m,15m,503,460,43,91.45,8.55
USUAL_USDT:USDT_1m,30m,261,240,21,91.95,8.05
USUAL_USDT:USDT_1m,1h,149,140,9,93.96,6.04
USUAL_USDT:USDT_1m,2h,93,87,6,93.55,6.45
USUAL_USDT:USDT_1m,4h,56,50,6,89.29,10.71
UXLINK_USDT:USDT_1m,1m,66690,40131,26559,60.18,39.82
UXLINK_USDT:USDT_1m,3m,22344,17182,5162,76.9,23.1
UXLINK_USDT:USDT_1m,5m,13475,11089,2386,82.29,17.71
UXLINK_USDT:USDT_1m,15m,4606,4108,498,89.19,10.81
UXLINK_USDT:USDT_1m,30m,2389,2171,218,90.87,9.13
UXLINK_USDT:USDT_1m,1h,1365,1242,123,90.99,9.01
UXLINK_USDT:USDT_1m,2h,853,758,95,88.86,11.14
UXLINK_USDT:USDT_1m,4h,512,436,76,85.16,14.84
VELO_USDT:USDT_1m,1m,9429,5089,4340,53.97,46.03
VELO_USDT:USDT_1m,3m,3160,2347,813,74.27,25.73
VELO_USDT:USDT_1m,5m,1906,1533,373,80.43,19.57
VELO_USDT:USDT_1m,15m,652,582,70,89.26,10.74
VELO_USDT:USDT_1m,30m,338,303,35,89.64,10.36
VELO_USDT:USDT_1m,1h,194,171,23,88.14,11.86
VELO_USDT:USDT_1m,2h,122,101,21,82.79,17.21
VELO_USDT:USDT_1m,4h,74,59,15,79.73,20.27
VET_USDT:USDT_1m,1m,144889,69979,74910,48.3,51.7
VET_USDT:USDT_1m,3m,48544,33699,14845,69.42,30.58
VET_USDT:USDT_1m,5m,29275,22375,6900,76.43,23.57
VET_USDT:USDT_1m,15m,10006,8574,1432,85.69,14.31
VET_USDT:USDT_1m,30m,5189,4575,614,88.17,11.83
VET_USDT:USDT_1m,1h,2965,2626,339,88.57,11.43
VET_USDT:USDT_1m,2h,1853,1612,241,86.99,13.01
VET_USDT:USDT_1m,4h,1112,919,193,82.64,17.36
VIRTUAL_USDT:USDT_1m,1m,25703,16028,9675,62.36,37.64
VIRTUAL_USDT:USDT_1m,3m,8612,6745,1867,78.32,21.68
VIRTUAL_USDT:USDT_1m,5m,5194,4384,810,84.41,15.59
VIRTUAL_USDT:USDT_1m,15m,1776,1631,145,91.84,8.16
VIRTUAL_USDT:USDT_1m,30m,921,860,61,93.38,6.62
VIRTUAL_USDT:USDT_1m,1h,526,489,37,92.97,7.03
VIRTUAL_USDT:USDT_1m,2h,329,303,26,92.1,7.9
VIRTUAL_USDT:USDT_1m,4h,198,176,22,88.89,11.11
WIF_USDT:USDT_1m,1m,118592,82004,36588,69.15,30.85
WIF_USDT:USDT_1m,3m,39733,32826,6907,82.62,17.38
WIF_USDT:USDT_1m,5m,23961,20799,3162,86.8,13.2
WIF_USDT:USDT_1m,15m,8189,7498,691,91.56,8.44
WIF_USDT:USDT_1m,30m,4246,3962,284,93.31,6.69
WIF_USDT:USDT_1m,1h,2427,2254,173,92.87,7.13
WIF_USDT:USDT_1m,2h,1517,1382,135,91.1,8.9
WIF_USDT:USDT_1m,4h,910,800,110,87.91,12.09
WLD_USDT:USDT_1m,1m,145122,85091,60031,58.63,41.37
WLD_USDT:USDT_1m,3m,48622,37172,11450,76.45,23.55
WLD_USDT:USDT_1m,5m,29322,24236,5086,82.65,17.35
WLD_USDT:USDT_1m,15m,10022,8965,1057,89.45,10.55
WLD_USDT:USDT_1m,30m,5197,4725,472,90.92,9.08
WLD_USDT:USDT_1m,1h,2970,2704,266,91.04,8.96
WLD_USDT:USDT_1m,2h,1857,1653,204,89.01,10.99
WLD_USDT:USDT_1m,4h,1114,945,169,84.83,15.17
XLM_USDT:USDT_1m,1m,145061,64658,80403,44.57,55.43
XLM_USDT:USDT_1m,3m,48601,33083,15518,68.07,31.93
XLM_USDT:USDT_1m,5m,29309,22291,7018,76.06,23.94
XLM_USDT:USDT_1m,15m,10017,8511,1506,84.97,15.03
XLM_USDT:USDT_1m,30m,5194,4545,649,87.5,12.5
XLM_USDT:USDT_1m,1h,2968,2586,382,87.13,12.87
XLM_USDT:USDT_1m,2h,1855,1571,284,84.69,15.31
XLM_USDT:USDT_1m,4h,1113,886,227,79.6,20.4
XRP_USDT:USDT_1m,1m,145061,98089,46972,67.62,32.38
XRP_USDT:USDT_1m,3m,48601,39657,8944,81.6,18.4
XRP_USDT:USDT_1m,5m,29309,25205,4104,86.0,14.0
XRP_USDT:USDT_1m,15m,10017,9191,826,91.75,8.25
XRP_USDT:USDT_1m,30m,5194,4860,334,93.57,6.43
XRP_USDT:USDT_1m,1h,2968,2771,197,93.36,6.64
XRP_USDT:USDT_1m,2h,1855,1700,155,91.64,8.36
XRP_USDT:USDT_1m,4h,1113,986,127,88.59,11.41
ZEREBRO_USDT:USDT_1m,1m,1364,738,626,54.11,45.89
ZEREBRO_USDT:USDT_1m,3m,458,325,133,70.96,29.04
ZEREBRO_USDT:USDT_1m,5m,276,208,68,75.36,24.64
ZEREBRO_USDT:USDT_1m,15m,95,79,16,83.16,16.84
ZEREBRO_USDT:USDT_1m,30m,50,42,8,84.0,16.0
ZEREBRO_USDT:USDT_1m,1h,29,24,5,82.76,17.24
ZEREBRO_USDT:USDT_1m,2h,18,13,5,72.22,27.78
ZEREBRO_USDT:USDT_1m,4h,11,7,4,63.64,36.36
